"Gene","Adipose_Subcutaneous","Adipose_Visceral_Omentum","Adrenal_Gland","Artery_Aorta","Artery_Coronary","Artery_Tibial","Bladder","Brain_Amygdala","Brain_Anterior_cingulate_cortex_BA24","Brain_Caudate_basal_ganglia","Brain_Cerebellar_Hemisphere","Brain_Cerebellum","Brain_Cortex","Brain_Frontal_Cortex_BA9","Brain_Hippocampus","Brain_Hypothalamus","Brain_Nucleus_accumbens_basal_ganglia","Brain_Putamen_basal_ganglia","Brain_Spinal_cord_cervical_c-1","Brain_Substantia_nigra","Breast_Mammary_Tissue","Cells_Cultured_fibroblasts","Cells_EBV-transformed_lymphocytes","Cervix_Ectocervix","Cervix_Endocervix","Colon_Sigmoid","Colon_Transverse","Esophagus_Gastroesophageal_Junction","Esophagus_Mucosa","Esophagus_Muscularis","Fallopian_Tube","Heart_Atrial_Appendage","Heart_Left_Ventricle","Kidney_Cortex","Kidney_Medulla","Liver","Lung","Minor_Salivary_Gland","Muscle_Skeletal","Nerve_Tibial","Ovary","Pancreas","Pituitary","Prostate","Skin_Not_Sun_Exposed_Suprapubic","Skin_Sun_Exposed_Lower_leg","Small_Intestine_Terminal_Ileum","Spleen","Stomach","Testis","Thyroid","Uterus","Vagina","Whole_Blood","VitalAverage","NonVitalAverage"
"RWDD2B",12.007,9.9028,15.6487,19.8074,16.6404,16.2696,12.6091,4.32006,5.46814,5.10927,8.86807,7.4257,5.99809,7.78272,4.36712,6.62529,5.84058,4.18196,4.88601,4.95254,11.6898,20.2093,13.194,12.143,14.1303,13.7375,8.27977,11.0701,8.3326,11.0283,12.7973,5.72902,5.17826,6.82093,9.31884,7.69009,9.30487,9.25428,18.9819,12.1095,8.81025,6.66983,12.4976,12.2763,8.67989,8.95044,6.93244,8.01587,8.67146,15.3354,11.9969,14.7738,10.3938,1.26207,6.00235625,11.5088596866097
"ACAP2",21.0806,15.6245,8.21134,14.6613,15.9733,17.3012,15.8746,5.03995,5.01989,6.44863,21.6468,21.4504,6.04072,6.41649,4.99322,5.59783,6.48561,4.93537,8.82496,5.33425,16.8108,27.8324,29.7833,23.0415,21.0072,12.9274,12.8867,12.0693,21.8101,11.6693,18.7426,5.0395,2.73301,4.43781,6.10826,3.78466,20.1538,12.5386,3.47489,21.1525,21.8916,3.99566,15.8341,11.5992,18.6097,20.1203,14.8368,20.0373,7.73795,13.715,17.2253,19.8278,22.0422,17.6816,8.510026875,15.5763947198481
"GNAL",6.29537,3.53734,1.13027,7.55779,5.77643,8.57689,12.9199,9.59747,10.0617,28.8777,3.52334,4.73682,9.22031,11.1726,5.81316,7.77657,45.6431,21.6526,2.99929,5.41157,4.48015,0.572165,0.708754,7.62019,7.2804,7.73015,3.36761,5.50403,4.06779,6.10154,4.62938,1.82951,0.567457,1.73866,1.80872,0.663471,3.17476,4.09537,3.77674,7.24834,3.56014,0.67427,18.8966,6.916,6.46301,7.33615,2.7336,2.57805,1.57215,4.76836,5.972,7.2949,8.61896,1.28298,10.7536223125,5.19661066334283
"STRN",15.3942,11.6404,7.2995,13.8861,11.8972,16.1782,10.9493,5.81281,5.13801,9.93433,10.6143,10.3046,6.10815,7.14079,8.85326,6.50759,7.9281,9.38444,29.6052,9.38084,13.9407,16.4484,15.7499,14.8186,13.0368,10.357,9.82133,8.62471,26.4067,8.91771,10.4798,8.45748,8.28016,4.06627,7.26875,2.90256,13.454,17.871,8.00889,17.1144,12.2908,3.05071,5.33117,8.40403,20.4544,22.0901,10.2265,8.39793,6.86014,9.99735,10.0288,12.7984,19.9654,4.94302,9.80650375,11.7722452089269
"TUT1",23.4507,19.5941,17.3689,15.7463,16.9907,16.7043,21.8331,6.61496,7.74105,8.43119,20.4216,20.5323,10.6359,10.1191,6.88279,8.69634,9.00493,7.24895,10.0373,7.23237,28.4093,18.9386,30.3121,24.5921,27.2092,16.9895,14.3894,16.0904,15.0267,15.1697,24.8451,7.58887,6.3693,12.2885,17.4889,18.5803,20.5149,17.8786,13.6461,30.2014,25.1211,13.3802,27.518,27.0346,21.1292,23.1772,18.3342,26.1313,17.6831,39.0745,32.3691,25.1203,20.9284,6.09625,10.504490625,20.8900055080722
"SLC4A1AP",24.5994,20.4517,22.9861,27.7414,25.1582,26.5841,24.5205,14.7988,21.303,18.2823,55.2255,45.0466,29.6016,36.403,15.0489,21.3609,21.1405,14.6847,20.9909,14.9247,23.1432,37.4748,35.7526,27.0566,23.2258,20.5141,17.2213,20.6054,23.032,20.432,26.2589,13.9003,12.9417,10.9168,16.7963,8.04245,24.8867,20.2353,22.6791,31.7276,27.7182,8.66091,25.4921,19.006,25.4301,26.5872,19.2325,23.0223,15.8175,65.6918,26.068,27.0882,24.737,10.8124,23.78375625,23.7507751187085
"DMWD",24.5111,19.7747,14.8371,50.203,43.8344,51.0442,31.2708,20.5843,26.4134,21.6543,23.006,29.3317,34.1487,30.2922,22.2903,20.196,27.0336,16.9834,14.9311,13.719,23.3001,24.6363,18.1089,40.9421,39.2174,44.4489,19.4139,45.746,15.1876,43.249,38.9568,18.2452,12.64,9.43433,10.4854,3.49717,24.4176,15.0179,11.4127,41.2372,36.2268,6.31461,33.5171,27.0773,14.4981,15.2061,14.9567,16.0124,12.6942,52.7848,30.8067,50.1617,26.0522,3.27503,22.242925,26.7902077397911
"ZNF224",14.2588,10.3922,10.7163,12.7024,12.8866,11.3235,14.5571,5.17107,5.72518,6.37539,29.0977,27.3613,7.814,7.43945,6.01111,6.93877,5.96646,5.67377,8.35085,5.7963,14.2598,9.91896,13.5024,17.4222,23.3755,12.6227,11.0845,12.1433,6.64423,11.1682,21.4898,4.71974,3.54103,6.56782,11.0689,5.28975,16.3602,11.5773,2.60757,19.1829,21.9535,4.7131,20.7436,17.8475,11.9175,11.9292,16.2883,25.0114,8.88951,7.34913,22.2692,18.7255,13.3672,3.01234,9.521395,13.1506298053181
"TIMM17A",27.3915,26.9761,34.8837,32.5944,31.4293,30.2972,24.8292,14.69,20.7214,16.1471,29.3101,25.2502,24.3037,31.7231,14.358,18.4562,17.3148,14.2357,14.8334,15.9734,25.2444,55.0697,52.514,25.4857,28.4644,29.4694,26.3052,26.6193,24.8583,27.4454,25.7731,26.8333,25.3723,19.3016,29.3076,20.8745,25.9954,19.7031,29.9189,26.6664,22.0751,9.98145,27.0069,23.3221,21.1153,20.2855,24.136,26.8283,20.7644,24.6816,30.6526,28.2253,24.0634,4.92372,20.96988125,26.5228594254511
"RTF1",31.3983,24.8544,33.9419,34.1727,30.4328,44.6007,39.0776,17.4218,22.9827,19.2277,62.4592,54.4274,27.3261,30.9453,17.4786,20.3068,23.3191,16.5935,16.2801,13.5796,29.6111,40.1031,43.4918,45.9878,45.7377,40.0699,25.5822,35.3011,28.6261,35.6586,38.5859,14.023,11.8728,12.9039,16.5035,10.8329,29.7673,26.0372,28.2515,32.0897,41.7144,8.65013,23.2183,33.6239,37.2087,39.8104,26.1773,26.3344,20.3475,47.7178,40.2799,45.5646,37.1416,14.1555,24.8756875,31.9405682098765
"LINC00265",8.55077,4.31596,7.3461,10.8049,8.00842,8.42744,9.96815,3.06849,3.21276,3.90191,23.7505,27.4941,5.93066,4.29975,3.24194,4.5774,4.84255,3.30055,3.37362,3.00256,8.14705,4.48661,9.48359,20.8721,15.5123,6.47353,5.70738,5.42787,8.77918,4.8931,11.4167,2.52849,1.05458,3.15681,3.90103,0.658042,6.16879,8.55507,0.650792,15.6974,14.5884,2.07424,20.7166,12.2466,9.353,9.99142,7.65063,6.17012,5.63156,63.8112,12.6549,14.326,11.0741,1.64781,6.484290625,10.0562567521368
"LRRC37A2",3.60813,3.01358,2.3926,3.79,3.45355,3.63851,4.38526,1.80615,2.07166,2.17632,6.66554,6.74812,3.31584,2.7838,2.2053,2.50202,2.6462,1.70264,2.35693,1.52296,3.80742,2.40697,3.38174,6.02418,4.939,3.87514,2.89492,3.52291,3.03153,3.49452,4.33406,1.42674,0.816514,1.7966,2.52522,1.18372,4.67775,3.50794,1.99916,5.3968,4.69546,1.4211,7.3265,6.0536,5.74014,5.45267,3.44315,4.47158,2.39481,12.2532,5.64966,5.10597,5.3908,2.26979,2.83903025,4.04528890503324
"EIF2S3",87.9019,79.2392,64.9018,90.6317,87.8262,107.279,106.858,23.2667,26.1022,26.8454,73.5061,50.1954,25.8281,36.466,21.1872,23.3624,26.7233,21.7437,37.8004,23.9761,84.4651,176.611,246.428,149.52,151.768,101.69,71.8652,81.5089,81.4215,81.5781,133.353,34.523,25.2417,39.5806,53.2737,30.7749,88.9196,71.874,42.9804,90.3927,197.032,52.7618,51.1814,76.6551,86.3461,81.3774,75.346,79.7031,72.4148,28.1493,86.5904,148.425,113.163,47.4341,35.35545625,91.9431715574549
"PHAX",16.8701,14.072,15.0923,19.3808,18.4866,20.8363,16.4843,12.9491,14.7613,14.0967,31.9478,22.8368,14.4739,20.2063,12.1467,14.0283,14.6376,11.7722,16.8306,12.5359,15.6092,37.265,24.6033,15.9637,17.5724,16.7593,12.6007,15.6477,13.5851,15.7488,18.9327,6.65697,5.73836,6.2397,9.48502,6.6161,12.0284,13.041,9.62425,18.2791,19.5522,3.95038,13.078,14.2163,12.6063,12.8511,11.0239,10.8876,8.62107,12.5416,13.8853,20.8793,16.0012,2.49227,14.852933125,14.7738159449193
"MKS1",9.4559,7.07414,11.254,8.54127,9.22853,8.1555,12.1457,3.65348,3.78984,4.63122,11.5196,12.114,5.16006,4.84909,3.73555,5.33033,4.9077,3.8198,5.33064,4.50844,11.2085,11.8933,15.7002,15.4108,18.8445,10.989,8.68514,10.0217,9.72717,9.60396,17.4442,3.91412,3.22616,6.9714,9.96893,4.91436,10.0456,10.9791,4.15723,17.0762,22.2814,5.73728,18.6952,13.8273,13.5413,14.5035,9.72871,10.6706,8.61896,24.2655,15.569,19.9899,12.9075,1.40189,5.658476875,11.8261718803419
"FAM219A",36.6427,28.9318,17.2774,40.9454,34.8977,39.1418,34.2559,53.7818,68.1365,50.8014,101.926,108.029,80.8836,91.3437,55.9511,77.2656,51.9203,55.0063,83.6182,69.1771,32.1337,19.9949,3.41882,45.154,45.4206,30.6505,17.5248,30.6781,13.8832,30.526,33.7734,21.6502,15.5652,14.2619,20.7545,8.41555,37.2137,18.9049,30.163,47.0505,32.0449,8.61357,49.6315,32.3471,26.4327,28.1838,19.3208,25.7568,14.6152,22.9538,33.9443,54.3649,29.6363,8.58757,63.89185625,28.200454297246
"NFYA",17.9422,17.3453,12.0682,13.7733,13.949,13.7217,16.8431,8.70009,7.85479,9.08789,18.0153,18.5132,9.75473,9.69333,9.34492,8.89631,8.81849,8.37814,16.725,10.2723,19.1581,25.1198,35.3473,23.4606,25.8734,10.9538,11.8432,12.0569,14.4274,10.956,20.8354,7.89503,4.56991,7.12386,14.7206,7.10669,21.1781,13.3606,6.54826,21.8586,31.0851,6.59572,17.2465,16.8568,14.5927,13.9626,14.3669,18.2435,11.3268,63.6877,29.7396,23.6213,17.2622,12.4129,11.106095625,17.7750936277303
"CDKN2AIPNL",19.0413,15.31,22.5998,18.3513,19.0216,20.0005,20.3329,14.5994,23.6414,15.8737,33.932,28.7761,26.6684,35.5241,14.6629,20.8904,19.2245,13.1799,18.7819,14.7488,17.0344,29.0287,35.9938,16.9813,17.3462,20.5592,15.3609,18.2977,12.2812,19.0091,17.1066,17.7808,16.8614,11.8091,17.5434,7.73054,15.8119,13.3579,29.0825,19.3178,18.4728,14.8643,24.7481,18.2759,16.1974,17.0579,17.5129,16.7631,16.8009,31.0871,25.6963,19.085,15.8842,4.18759,20.68485,18.6767213912631
"PPFIA3",2.52047,2.8504,4.84371,2.07936,2.81269,1.7389,2.46091,25.0198,39.6579,15.0375,86.6437,86.1671,56.7662,55.5914,23.6859,27.3352,18.2085,13.0425,6.01488,12.1769,4.04424,1.38713,0.612659,3.22761,3.72984,2.78635,6.53343,3.61639,13.8548,3.54612,3.78499,2.61367,1.37305,2.22018,4.00997,1.58535,4.06712,5.67177,0.802265,2.22886,2.30799,2.70285,57.9833,7.51121,39.6587,48.537,4.39105,3.18015,2.96379,6.92034,5.6189,3.93717,11.3005,0.354141,29.5875825,7.54546675925926
"FRMD8",33.6194,29.7396,23.2665,21.5886,22.7557,19.1332,26.8337,6.58702,6.83049,9.00079,20.8711,20.9409,10.0567,9.13704,8.83349,7.3032,8.69519,8.07227,14.4177,8.19018,34.4551,28.9846,38.2825,38.0343,35.6387,18.037,20.7345,17.5442,48.0569,17.2229,31.4765,11.3142,7.24837,15.6026,19.3539,7.88893,42.1588,26.8658,8.35527,101.974,25.0823,14.4887,18.9836,29.5826,51.5887,52.5754,37.6743,68.3742,16.3595,39.9759,36.2141,32.3049,42.9207,15.717,12.47859,30.5794890503324
"AFAP1",19.3202,14.6991,3.50443,19.2122,17.5918,23.9997,20.6999,5.32703,6.39845,4.52518,12.2397,11.0892,6.53909,6.86602,4.3523,4.57359,6.26574,3.70031,3.63393,2.91836,14.5167,24.7106,0.31223,17.0419,15.9595,27.6745,13.6013,20.2057,7.1583,22.4507,16.0095,7.09322,1.81799,3.10693,4.75363,0.545255,13.6538,11.6729,1.77876,19.4395,11.2572,1.90077,11.766,10.7026,6.18753,7.58275,8.46606,4.1244,5.18254,18.1417,13.8411,24.3705,12.2486,0.778707,6.312119375,12.4925721604938
"SNUPN",15.8106,15.053,12.2926,16.8762,15.7938,15.0321,17.1241,7.59817,9.66596,8.84465,13.919,12.8976,12.2588,13.1524,7.78856,9.88042,9.93051,7.74932,9.32695,8.57461,17.3597,22.9287,21.8338,22.9383,23.411,17.2024,12.2397,14.6874,10.3442,13.7454,23.6679,7.71939,5.19899,9.0029,12.5052,6.84142,14.6774,11.378,10.8021,25.1733,24.2727,4.39053,11.9692,16.207,12.8383,12.252,12.045,15.8051,10.4676,40.0247,21.1083,23.3209,16.8329,4.42251,9.948920625,16.0062742307692
"MTM1",11.4267,8.33009,14.4361,9.92452,11.7241,11.9401,8.52036,7.01748,6.7268,8.46124,7.48904,7.81105,6.6457,6.40574,5.29442,7.16624,9.03603,5.71645,10.3034,7.02288,10.448,7.4848,5.92633,10.9113,10.5117,9.85206,13.342,8.58662,8.10329,8.42789,12.0858,4.66786,3.1514,4.88769,4.97946,7.07949,13.8849,9.12784,6.47167,17.2868,17.149,2.72437,7.71528,9.0477,11.3055,10.7081,11.7945,14.437,6.18092,18.0502,13.2814,11.025,10.4175,3.38793,7.300039375,9.95439301044634
"THBS3",30.4687,29.4402,15.4888,62.1826,59.2892,43.5881,39.9783,4.54951,6.81697,9.38195,16.4025,17.9669,11.6181,8.93547,6.58663,8.17474,12.0689,6.47807,5.4494,4.19542,36.1478,21.1853,5.87133,62.4459,63.9871,47.8578,27.4884,43.7634,23.4825,42.8502,63.7742,21.9134,4.62342,18.4026,24.3594,11.4037,37.2603,23.7093,4.58974,71.6248,60.2466,13.916,40.9167,47.6911,30.5871,29.511,23.9116,22.0484,19.8017,59.2309,61.8769,94.6695,44.7873,12.1071,11.401355,37.554554382716
"NPDC1",156.883,157.721,38.5685,127.876,173.026,82.8007,145.166,102.166,133.052,109.17,529.364,535.614,184.782,169.643,109.77,152.624,129.719,90.1018,117.907,91.3902,191.552,56.9691,1.21269,215.32,264.139,116.962,99.555,147.687,51.4996,137.185,258.571,67.1208,50.0777,53.4506,73.9128,11.4065,172.514,147.217,18.508,246.388,105.944,33.8863,386.406,382.873,68.9903,56.3431,82.8579,196.186,116.816,60.9856,117.927,236.866,131.426,8.44888,171.56346875,130.825881695157
"RNF135",23.9487,18.8162,11.9708,16.2172,17.6063,15.2091,18.6932,2.82987,2.47512,3.19828,5.46348,5.2506,2.48327,2.26415,2.54601,3.58714,2.93415,2.8106,4.41036,4.11862,21.3729,15.4474,13.45,21.4869,22.3691,14.9543,13.4128,15.1249,19.1948,14.9427,20.3761,4.74173,2.47524,12.0245,12.3819,2.6469,21.5425,15.0224,3.28431,22.1404,16.931,5.48322,6.23207,16.8709,26.1844,27.4749,13.9821,28.9282,9.20117,7.06849,22.2682,19.6623,20.4788,16.9903,4.570695,16.222636951567
"UBAP1L",3.2385,3.08909,2.27499,4.24357,3.84452,4.97878,4.17658,5.89993,8.32192,6.452,45.7914,45.4105,11.9901,10.838,7.25064,10.295,7.27764,6.47272,10.3246,6.95886,3.74263,1.18811,1.5875,11.1799,10.4524,4.32196,2.51635,3.80536,2.54474,3.61352,9.50351,1.27007,0.836149,1.95716,2.3687,2.66969,3.61835,2.33205,2.08924,8.84462,11.6146,1.2239,6.88997,6.59374,3.85072,4.01329,3.65409,5.40834,1.95022,6.23092,8.52493,8.64331,5.41925,0.737638,11.8129924375,4.66833771082621
"ANAPC16",60.4233,55.6261,64.7184,78.3904,81.1477,111.968,75.641,18.2697,17.8239,23.3624,58.5985,47.5935,17.2996,19.7864,15.6998,20.3457,24.094,18.4802,23.955,18.6341,61.1729,37.3671,69.4609,86.9706,83.3703,83.9497,49.6595,85.743,41.6411,85.8808,88.1046,59.3424,52.7682,40.0501,50.052,30.2895,60.8446,56.1382,68.7078,73.4057,91.2486,39.6233,65.4385,78.2986,48.3471,47.4581,59.1955,68.5172,56.0601,37.5525,75.842,89.1597,64.7747,25.9066,31.056125,64.6716353276353
"MUTYH",13.3211,9.91764,9.07784,12.7455,13.363,12.8864,17.1925,6.09711,5.78075,6.68031,37.529,37.7614,7.15931,6.15298,6.07477,7.21996,6.55638,6.0383,10.387,7.18254,14.8234,9.40579,20.5631,25.7487,25.0481,12.6402,13.8646,12.3095,9.63473,11.0641,23.4622,4.70222,2.84349,9.53451,14.0637,5.89977,13.7911,10.7432,4.60295,26.5164,24.5167,5.16928,20.1954,20.0572,12.4528,12.7387,15.3635,22.7413,10.6864,10.8939,27.3779,22.4239,17.3213,4.08812,10.74728875,14.8228868803419
"C18orf25",12.9934,11.3236,6.64604,11.9445,11.9514,13.6148,13.6856,4.35629,5.48464,6.1421,18.4121,14.954,5.72102,7.9178,4.42196,6.15125,6.12876,4.54022,5.36137,4.87148,13.7803,11.1186,12.9032,16.9443,16.5048,11.8661,9.63896,10.9323,28.2001,11.7919,19.1463,8.5709,7.24721,5.09573,7.19042,4.05266,15.7025,13.619,11.0392,19.2303,14.9773,3.15576,9.64367,13.0184,17.6798,17.5081,10.8635,12.3473,7.48056,15.1803,18.3703,17.4271,22.2342,6.28011,7.873975,12.8926299382716
"STRN3",19.9569,17.0291,13.1959,21.7989,22.423,27.7037,20.2437,6.49474,7.32756,10.6107,16.9389,13.2125,7.24409,9.55995,6.49989,8.61237,11.3791,8.74317,9.27386,6.66108,17.6016,16.9942,13.7674,21.7348,20.1734,25.1393,14.0635,23.5027,12.4892,24.817,18.6826,10.1352,7.61346,6.63427,10.0267,10.9665,17.6535,13.1287,22.4891,22.1047,18.0975,5.09828,16.2134,18.3235,14.4455,15.4866,12.0301,13.5281,9.07347,21.8527,18.5698,24.4273,20.4882,2.40462,9.872504375,16.9642862155745
"PSMD9",25.4711,23.5435,23.2797,32.1659,28.4976,26.629,26.8038,9.40874,10.2473,9.7371,16.7896,16.1157,10.4736,11.7164,9.07884,12.0037,10.6274,8.6929,15.1718,11.707,25.8713,45.9963,20.8284,33.8121,31.7883,25.1912,20.1884,23.4688,25.505,23.5296,28.9989,11.465,9.60465,18.4592,20.5319,11.9426,25.1003,18.7592,9.63661,30.1068,26.2037,12.231,18.6295,23.0784,27.9889,28.8564,19.7419,25.8085,20.5419,22.1278,26.8638,31.3294,28.8596,16.2531,12.371251875,24.3691790503324
"ACOT11",0.417324,0.376091,1.40061,3.41004,2.21868,2.90721,5.35413,0.929601,1.15237,1.60343,1.63017,2.05475,1.39059,1.24273,0.757028,1.04025,1.15482,1.1378,0.70418,0.83794,0.450691,0.621092,0.109205,1.70973,1.56128,3.37854,6.07435,3.88559,5.80579,4.3535,2.09666,3.14755,5.15019,3.24698,4.35207,0.0825742,1.1152,3.49267,0.653429,1.89484,4.06486,0.533552,6.26137,2.78769,0.851178,0.818367,5.60719,0.244367,3.48893,2.59336,7.94766,2.29998,3.83203,0.11243,1.5655374375,2.6573270702754
"ZFYVE19",14.0137,12.7586,12.5441,12.8817,13.538,12.1297,18.984,8.18153,10.25,9.88978,24.8037,23.4357,13.5381,13.8729,8.82916,12.4715,10.0868,9.18652,29.0082,14.0587,17.3386,15.9322,16.3471,17.0349,27.0282,19.0351,16.7813,14.3885,22.7437,14.7433,14.0478,7.27941,6.87959,14.0225,14.8858,14.9775,16.9927,20.3706,6.44133,23.6181,19.85,5.78381,14.5211,24.3822,19.0014,18.3601,20.4714,21.2665,12.7896,18.6206,18.5493,18.9408,21.4994,6.68212,13.672768125,16.4864770132953
"TIMM22",15.5517,14.2464,15.6724,16.8539,17.2715,17.0062,16.0859,7.46356,10.7855,8.69233,17.5073,17.2563,14.2342,15.8438,7.9219,11.4084,10.0638,7.04463,7.96231,7.73556,15.7189,28.6197,16.4326,17.207,17.3172,17.1813,12.1083,18.5397,14.0554,20.5179,15.4777,11.8741,12.2589,9.19316,12.7902,4.66493,14.8788,12.3359,10.0312,17.9271,17.6498,5.11247,19.4803,15.7776,14.9375,16.4301,10.9608,14.2352,12.0223,18.4762,16.6712,19.2182,14.912,4.20644,11.433211875,15.0485412583096
"PROSER1",16.3684,14.8241,10.7271,12.734,14.4205,11.2263,16.1315,4.79832,5.29356,6.42361,31.9452,30.3445,8.12287,7.74287,5.45124,5.59029,6.37819,5.21564,8.80865,5.34259,16.6681,19.344,46.4074,17.2504,19.3265,14.1186,17.3732,13.0102,17.0243,12.9517,15.904,6.21175,5.61909,8.59932,13.9537,6.51158,24.2919,18.6165,7.48135,18.348,15.2245,10.3973,15.2109,21.0902,25.615,26.5679,19.7954,22.3842,14.1559,25.3024,22.151,20.2655,18.5427,7.76275,10.473766875,16.8926079154796
"MCUR1",10.6704,9.25201,5.12797,10.3463,10.9891,10.2701,8.95979,10.5021,14.4897,8.70554,13.4355,12.267,12.1035,16.4748,9.02081,14.1388,8.98553,7.47623,14.4305,12.6303,10.5485,15.7678,13.1758,12.2865,12.9673,8.88203,9.27098,7.63211,11.4784,7.98778,8.14957,5.09812,5.49942,10.5796,9.88474,5.42068,12.8314,10.3685,6.33847,11.0006,6.78286,5.36066,9.79604,8.598,21.5215,22.33,10.1,7.01901,5.34027,5.81098,16.2273,11.1287,12.1258,1.40977,11.130578125,10.0322482668566
"ISG20L2",12.5393,13.8809,10.2121,15.2385,13.96,14.6843,16.1505,5.11269,5.6219,5.80153,13.4267,13.3766,7.26802,6.8998,5.09052,6.16442,6.41268,4.94775,8.7403,5.2312,13.7529,22.2457,31.4386,15.8525,18.2279,14.8655,13.4427,14.3525,18.7598,14.737,18.9141,6.74518,3.85308,7.59942,10.0628,6.61052,14.8745,12.6875,4.93329,14.3369,19.7338,5.87224,13.0972,16.2683,16.173,17.758,14.3214,16.9816,11.1541,137.079,15.6661,19.816,17.4385,11.4441,7.472929375,17.8753267901235
"NAA40",10.8897,9.47166,22.1207,15.6892,12.5088,9.83263,13.0751,7.3131,9.1165,8.19408,47.4026,47.4285,12.0799,11.5481,8.41881,11.5246,8.51244,6.44035,10.3648,7.98772,14.5113,19.0355,26.0511,14.5499,20.2273,13.7992,16.7526,11.298,15.7759,11.7187,17.1661,15.0134,10.1685,12.932,22.1927,5.54138,17.8663,23.1177,5.71328,12.1054,13.3125,8.27484,53.4054,20.3634,8.93929,8.85091,25.0313,35.1038,12.2898,41.0697,46.0535,15.7024,14.813,4.31812,14.96123125,17.4442494064577
"TTC21A",4.01631,3.03834,2.43372,2.86029,3.23889,2.57488,4.45499,2.1728,2.91739,3.9557,4.84823,5.20453,4.10209,3.34346,2.51836,3.59367,4.81896,2.64848,2.42621,1.75778,5.09792,1.74201,2.26167,7.26079,10.0815,3.66293,2.95263,3.00051,2.15769,2.62816,7.90279,1.13811,0.653757,2.71437,3.52022,1.09163,6.49941,3.6732,0.533508,7.65057,7.83979,1.83978,16.3841,6.78614,2.33295,2.60073,4.08361,6.47605,2.05797,98.9843,11.1668,7.64538,4.70138,0.867157,3.2874335625,6.92780624976258
"GPT2",28.0062,32.1157,15.0722,5.44686,5.21615,2.03064,4.86112,54.8611,51.4766,50.5712,22.464,24.0295,51.8528,47.5893,34.2919,27.8588,51.6473,42.5338,46.21,31.716,20.9886,18.5468,10.4006,4.90718,6.34683,6.76875,8.26008,5.06711,92.9816,4.50214,4.54234,2.8294,4.92324,16.7493,8.2716,65.7172,3.57492,61.1644,36.6987,43.9196,4.20979,56.7645,28.3541,37.7254,59.8949,56.3188,6.09491,4.52957,87.0058,37.3702,9.04332,4.70606,11.0685,0.653827,34.27686625,24.0864698931624
"ABCF1",46.2624,45.3365,34.3383,45.0062,42.8513,49.6099,51.6252,12.2248,14.4388,16.9898,37.1026,39.8183,24.6516,22.1616,12.5461,15.7798,16.2157,14.607,18.6135,14.321,46.6824,72.2886,82.6951,57.2784,59.32,53.1908,41.705,52.7988,42.5402,53.4035,48.0574,24.0339,21.6075,26.5904,36.7698,19.8916,52.7117,40.6915,68.6034,53.0478,48.1628,20.1579,43.679,52.2327,58.2998,58.9111,45.8947,48.3852,36.9776,74.6834,58.5952,65.6818,52.2705,12.8622,22.36398125,48.4157814339981
"ZNF736",4.84713,3.20682,2.621,4.09118,4.19151,3.63805,4.06267,1.64588,1.81129,2.24545,4.25907,4.43069,2.08825,2.24842,1.60033,2.11792,2.68194,1.50783,2.12949,1.61529,5.3455,3.99153,10.4066,8.16072,6.679,3.48233,3.17915,3.28436,2.68542,3.10594,6.26296,1.63162,0.939728,2.55141,4.545,0.875364,5.68771,4.21679,0.965365,8.654,9.6101,1.80052,5.59349,4.87064,6.42067,5.87608,4.4391,6.30794,3.00078,11.2055,7.87846,6.66197,5.19348,0.571862,2.41505675,4.83621197198481
"CCDC180",3.56911,2.63703,2.86812,3.85765,3.75746,4.38136,3.70379,2.50471,2.72085,3.21792,13.901,14.3642,4.10813,3.4727,3.07173,3.67721,2.90506,2.13165,4.55713,2.52001,3.7839,2.06996,0.0903136,7.56415,7.61254,5.29986,2.61481,4.50522,0.976296,4.05391,8.28584,1.66224,1.07571,2.33154,3.4481,0.599355,4.56833,2.52704,0.812924,7.63972,9.08583,2.02653,7.21293,4.6983,1.65901,2.00859,3.45858,3.48918,1.73798,43.1877,9.82995,6.41442,3.36011,0.467271,4.40366125,4.93348027445394
"RCBTB2",18.8402,15.896,14.7344,23.1783,24.3824,19.3232,21.2657,6.19404,7.13249,7.14129,9.63431,8.93101,6.97776,7.94307,7.06629,9.06034,8.10622,5.84981,19.2074,10.9052,18.4761,11.0323,43.8806,28.6338,29.9649,14.35,9.85986,16.5538,17.3143,16.2991,20.0791,9.80322,5.88795,10.7438,16.4468,4.48221,17.3625,32.0486,4.33014,22.0103,28.5412,3.93334,23.3094,23.9939,6.23583,7.01034,10.5177,24.831,8.78547,12.7159,38.345,25.4425,22.2219,13.1813,9.20018125,18.4343261396011
"ALKBH1",11.4892,8.63861,7.2585,8.18513,9.08326,10.0463,12.2343,2.66693,2.92421,3.45111,8.59172,7.66946,4.10545,4.23735,2.70723,3.88029,3.77433,2.90977,4.30608,3.07902,10.9658,11.3969,14.087,13.0285,14.3381,11.0754,7.67507,9.1108,6.36079,9.76149,11.4287,4.92227,5.34827,4.64165,6.22699,3.71379,8.73363,7.31943,7.3991,13.766,12.3544,2.823,8.22839,10.7182,8.90761,11.3252,7.78272,10.8613,6.91251,12.9001,11.0623,12.2072,10.1108,3.97153,4.581695,9.42074594966762
