Gene,Combined_Score,Clinical Trials,Hpa,Heatmap,Vital,Non Vital,Protein Vital,Protein Non Vital
MMD,9.350640997482103,25.0,5.0,-0.5576804582336448,32.151155625,13.8821941310541,0.0,0.0
GRK4,9.336301164614275,23.0,7.0,0.2007862705136137,5.132300625,4.30494051519468,0.0,3.814399966839921
BMPR2,9.326425669763998,24.0,10.0,1.6507476864172603,13.915871875,17.5790376780627,4.006567843882687,3.5661388848594884
PPL,9.323500859278536,32.0,10.0,0.3065721135702184,6.184547875,82.5280055821462,4.002084905126421,4.357459265895984
BRAF,9.319535584959883,35.0,10.0,0.2779554078008601,9.1516025,11.726697668566,4.812817453410536,4.099089826784257
UCP2,9.311653276914505,33.0,5.0,-0.5209859449600734,9.65989875,35.3297421367521,0.0,3.821448375734502
TRPM7,9.303994625666913,22.0,10.0,0.9693553139157164,0.0,0.0,3.288065079960925,3.0943178305419883
INSR,9.29457552926312,32.0,10.0,0.0011486897655522,11.451306875,27.034237991453,4.038653713787288,3.9767939456968255
RAF1,9.291317951196136,33.0,10.0,0.3638694517420775,53.54239375,95.1958168566002,4.4146852134728,4.071049029667265
DLL3,9.286702082141922,34.0,7.0,0.2787034400228315,4.879368975,0.355828470417854,4.564670582662973,0.0
LEPR,9.247011244347064,25.0,10.0,-0.3281247756461374,2.3196098125,6.19281618566002,2.697902492138894,3.454152660823779
SLC47A1,9.227912094481193,21.0,8.0,-0.2058874367909923,1.9739795625,12.2315984059829,0.0,4.479964992746739
FHIT,9.225088659892066,33.0,7.0,3.1952177498265666,3.04995875,3.00894798433048,4.9073055469402265,4.927684104918926
FGFR2,9.21683308890866,35.0,8.0,-0.1256762659747843,24.96396675,13.7775704102564,3.669651671505804,3.300166374119593
CLEC7A,9.214938338772319,19.0,8.0,-0.5873993451164286,5.562284875,8.01276382882241,0.0,2.9904455538031134
IL1RAP,9.19896194991607,32.0,8.0,1.0328432043647715,0.0,0.0,3.930060482594657,3.999209149536688
PTK2,9.171261720055233,33.0,7.0,2.102490644924092,18.3902775,18.449023454416,4.321210935665873,4.300135937173602
ABCA1,9.167624386812516,35.0,10.0,-1.6963237665080786,4.82162375,14.9604122697056,3.959730396410773,3.1548216397652165
WLS,9.15956353107842,33.0,8.0,1.547850078236956,25.392509375,38.8926660968661,4.456277997156165,4.480087909353436
